#iRMS=6.328883319e-05 0
#    lk  ukf_k0iv  uks_k0iv fh        fse	fl
#
1150.0  0.000000  0.000000  0.000000  0.000000  0.000000
1155.0  0.000000  0.000000  0.000000  0.000000  0.000000
1160.0  0.000000  0.000000  0.000000  0.000000  0.000000
1165.0  0.000000  0.000000  0.000000  0.000000  0.000000
1170.0  0.000000  0.000000  0.000000  0.000000  0.000000
1175.0  0.000000  0.000000  0.000000  0.000000  0.000000
1180.0  0.000000  0.000000  0.000000  0.000000  0.000000
1185.0  0.000000  0.000000  0.000000  0.000000  0.000000
1190.0  0.000000  0.000000  0.000000  0.000000  0.000000
1195.0  0.000000  0.000000  0.000000  0.000000  0.000000
1200.0  0.000000  0.000000  0.000000  0.000000  0.000000
1205.0  0.000000  0.000000  0.000000  0.000000  0.000000
1210.0  0.000000  0.000000  0.000000  0.000000  0.000000
1215.0  0.000000  0.000000  0.000000  0.000000  0.000000
1220.0  0.000000  0.000000  0.000000  0.000000  0.000000
1225.0  0.000000  0.000000  0.000000  0.000000  0.000000
1230.0  0.000000  0.000000  0.000000  0.000000  0.000000
1235.0  0.000000  0.000000  0.000000  0.000000  0.000000
1240.0  0.000000  0.000000  0.000000  0.000000  0.000000
1245.0  0.000000  0.000000  0.000000  0.000000  0.000000
1250.0  0.000000  0.000000  0.000000  0.000000  0.000000
1255.0  0.000000  0.000000  0.000000  0.000000  0.000000
1260.0  0.000000  0.000000  0.000000  0.000000  0.000000
1265.0  0.000000  0.000000  0.000000  0.000000  0.000000
1270.0  0.000000  0.000000  0.000000  0.000000  0.000000
1275.0  0.000000  0.000000  0.000000  0.000000  0.000000
1280.0  0.000000  0.000000  0.000000  0.000000  0.000000
1285.0  0.000000  0.000000  0.000000  0.000000  0.000000
1290.0  0.000000  0.000000  0.000000  0.000000  0.000000
1295.0  0.000000  0.000000  0.000000  0.000000  0.000000
1300.0  0.000000  0.000000  0.000000  0.000000  0.000000
1305.0  0.000000  0.000000  0.000000  0.000000  0.000000
1310.0  0.000000  0.000000  0.000000  0.000000  0.000000
1315.0  0.000000  0.000000  0.000000  0.000000  0.000000
1320.0  0.000000  0.000000  0.000000  0.000000  0.000000
1325.0  0.000000  0.000000  0.000000  0.000000  0.000000
1330.0  0.000000  0.000000  0.000000  0.000000  0.000000
1335.0  0.000000  0.000000  0.000000  0.000000  0.000000
1340.0  0.000000  0.000000  0.000000  0.000000  0.000000
1345.0  0.000000  0.000000  0.000000  0.000000  0.000000
1350.0  0.000000  0.000000  0.000000  0.000000  0.000000
1355.0  0.000000  0.000000  0.000000  0.000000  0.000000
1360.0  0.000000  0.000000  0.000000  0.000000  0.000000
1365.0  0.000000  0.000000  0.000000  0.000000  0.000000
1370.0  0.000000  0.000000  0.000000  0.000000  0.000000
1375.0  0.000000  0.000000  0.000000  0.000000  0.000000
1380.0  0.000000  0.000000  0.000000  0.000000  0.000000
1385.0  0.000000  0.000000  0.000000  0.000000  0.000000
1390.0  0.000000  0.000000  0.000000  0.000000  0.000000
1395.0  0.000000  0.000000  0.000000  0.000000  0.000000
1400.0  0.000000  0.000000  0.000000  0.000000  0.000000
1405.0  0.000000  0.000000  0.000000  0.000000  0.000000
1410.0  0.000000  0.000000  0.000000  0.000000  0.000000
1415.0  0.000000  0.000000  0.000000  0.000000  0.000000
1420.0  0.000000  0.000000  0.000000  0.000000  0.000000
1425.0  0.000000  0.000000  0.000000  0.000000  0.000000
1430.0  0.000000  0.000000  0.000000  0.000000  0.000000
